,carat,cut,color,clarity,depth,table,price,x,y,z
4172,0.42,Premium,G,VS1,60.9,58.0,984,4.84,4.81,2.94
4173,0.7,Very Good,F,VS2,62.7,57.0,2437,5.61,5.65,3.53
4174,1.23,Very Good,F,VVS2,58.5,59.0,10650,6.98,7.07,4.11
4175,0.55,Very Good,D,SI2,63.2,56.0,1368,5.24,5.21,3.3
4176,0.75,Very Good,E,SI2,59.0,58.0,2363,5.95,5.99,3.52
4177,1.02,Ideal,G,VS1,61.4,57.0,7055,6.45,6.49,3.98
4178,0.33,Ideal,E,VS2,60.8,57.0,723,4.45,4.47,2.71
4179,2.01,Good,H,SI2,63.1,55.0,13849,7.99,8.09,5.07
4180,0.3,Ideal,D,SI1,61.6,57.0,552,4.28,4.32,2.65
4181,0.57,Ideal,F,SI2,62.2,53.0,1308,5.34,5.4,3.34
4182,0.38,Premium,F,SI1,60.4,58.0,898,4.72,4.68,2.84
4183,1.01,Good,G,SI2,62.8,61.0,4210,6.31,6.37,3.98
4184,0.52,Ideal,D,SI1,61.5,55.0,1600,5.19,5.22,3.2
4185,0.7,Very Good,E,VVS2,59.2,61.0,3154,5.79,5.84,3.44
4186,0.55,Very Good,E,VVS2,60.4,56.0,2399,5.36,5.38,3.24
4187,0.43,Premium,D,VS2,59.7,59.0,901,4.89,4.93,2.93
4188,1.73,Premium,H,SI1,62.4,58.0,11969,7.61,7.64,4.76
4189,1.17,Very Good,H,IF,59.3,59.0,7644,6.92,6.98,4.12
4190,1.63,Good,F,SI1,57.7,60.0,10901,7.71,7.79,4.47
4191,1.61,Very Good,E,SI1,62.3,57.0,13047,7.43,7.47,4.64
4192,1.51,Premium,H,VVS1,60.6,60.0,12336,7.42,7.4,4.49
4193,0.41,Fair,E,SI2,64.7,55.0,818,4.7,4.67,3.03
4194,0.3,Ideal,G,VVS1,,57.0,764,4.3,4.32,2.68
4195,0.4,Very Good,E,SI2,61.6,55.0,611,4.75,4.83,2.95
4196,0.76,Ideal,E,SI2,61.5,55.0,2680,5.88,5.93,3.63
4197,0.35,Very Good,E,VS2,61.9,61.0,716,4.5,4.54,2.8
4198,1.51,Ideal,G,VS1,61.7,54.0,13818,7.36,7.41,4.56
4199,0.3,Premium,I,VVS2,61.7,58.0,526,4.28,4.37,2.67
4200,1.1,Ideal,H,SI2,62.0,56.5,5002,6.58,6.63,4.09
4201,0.77,Good,H,SI1,63.0,65.0,2338,5.82,5.74,3.64
4202,2.0,Good,H,SI1,58.0,58.0,17447,8.21,8.26,4.78
4203,1.08,Ideal,E,VVS1,61.7,55.0,14032,6.6,6.63,4.08
4204,0.7,Very Good,E,SI1,63.0,55.0,2537,5.61,5.66,3.55
4205,1.13,Premium,H,VS2,61.7,56.0,5728,6.73,6.65,4.13
4206,1.01,Good,G,VS2,63.6,56.0,10181,6.31,6.24,3.99
4207,1.22,Very Good,E,SI1,63.4,56.0,5397,6.79,6.76,4.29
4208,1.01,Ideal,F,VS1,62.5,54.0,7602,6.46,6.43,4.03
4209,0.31,Very Good,G,VS2,63.1,58.0,698,4.35,4.3,2.73
4210,1.34,Very Good,H,SI2,61.1,63.0,4352,7.08,7.01,4.3
4211,1.02,Ideal,G,VS2,60.5,57.0,6356,6.51,6.55,3.95
4212,0.7,Premium,F,SI2,61.2,59.0,1792,5.75,5.72,3.51
4213,0.4,Premium,E,SI1,60.1,59.0,737,4.76,4.82,2.88
4214,1.14,Premium,H,VS2,60.2,58.0,6095,6.81,6.74,4.08
4215,1.01,Very Good,G,SI1,59.6,61.0,4588,6.47,6.52,3.87
4216,0.51,Ideal,G,VS1,,55.0,1656,5.14,5.17,3.18
4217,1.01,Good,E,SI1,63.5,58.0,4546,6.28,6.35,4.01
4218,0.75,Ideal,E,VS1,62.0,55.0,3462,5.83,5.88,3.66
4219,0.4,Ideal,F,VVS2,61.6,56.0,1196,4.73,4.77,2.93
4220,0.47,Fair,F,SI2,67.6,57.0,719,4.81,4.72,3.23
4221,0.3,Very Good,H,VS1,63.4,53.0,675,4.3,4.25,2.71
4222,1.08,Ideal,G,SI1,61.4,56.0,4771,6.62,6.6,4.06
4223,0.7,Very Good,D,SI1,62.5,63.0,2374,5.7,5.63,3.54
4224,1.15,Ideal,H,I1,62.0,55.0,3606,6.76,6.69,4.17
4225,1.16,Ideal,G,VVS1,61.9,55.0,9781,6.75,6.78,4.19
4226,0.7,Premium,H,,62.1,62.0,1999,5.67,5.63,3.51
4227,1.18,Premium,I,VS1,62.1,58.0,5921,6.76,6.7,4.18
4228,1.5,Very Good,G,SI1,62.1,58.0,10019,7.26,7.3,4.52
4229,1.72,Premium,G,VS1,59.4,60.0,17605,7.82,7.86,4.66
4230,2.0,Very Good,J,SI2,62.1,63.0,8870,7.96,7.85,4.91
4231,0.5,Ideal,D,SI2,62.3,54.0,1250,5.11,5.06,3.17
4232,2.1,Very Good,G,SI2,63.4,58.0,13007,8.19,8.12,5.17
4233,1.52,Premium,I,VS1,60.6,57.0,10300,7.51,7.44,4.53
4234,0.33,Ideal,H,SI2,61.1,57.0,433,4.46,4.48,2.73
4235,0.31,Ideal,D,VS1,62.0,54.0,683,4.35,4.36,2.7
4236,0.74,Ideal,D,VS2,62.2,56.0,3454,5.79,5.81,3.61
4237,1.5,Premium,I,VS2,62.3,59.0,8431,7.24,7.3,4.53
4238,1.6,Premium,I,SI1,60.3,59.0,8808,7.56,7.61,4.57
4239,0.75,Very Good,D,SI1,60.7,55.0,2872,5.87,5.92,3.58
4240,1.51,Ideal,G,VS2,62.1,55.0,13532,7.33,7.38,4.57
4241,0.31,Ideal,H,VS1,62.4,55.0,544,4.33,4.36,2.71
4242,0.83,Premium,D,SI1,62.5,54.0,3556,6.08,6.02,3.78
4243,2.04,Very Good,I,SI1,63.1,58.0,15412,8.06,7.99,5.06
4244,0.31,Good,E,SI1,63.3,55.0,544,4.31,4.35,2.74
4245,0.61,Ideal,E,VS2,61.8,56.0,2556,5.42,5.46,3.36
4246,0.52,Ideal,E,SI1,60.7,55.0,1656,5.23,5.22,3.18
4247,0.5,Ideal,E,VS2,60.4,56.0,1892,5.15,5.21,3.13
4248,1.21,Premium,I,SI1,61.6,56.0,5760,6.89,6.85,4.23
4249,0.31,Ideal,F,VS1,61.2,56.0,821,4.4,4.42,2.7
4250,0.31,Ideal,G,VVS2,61.7,57.0,671,4.36,4.39,2.7
4251,1.52,Ideal,J,SI1,61.9,57.0,7356,7.33,7.37,4.55
4252,0.58,Very Good,D,VS2,61.0,58.0,1750,5.37,5.42,3.29
4253,0.33,Very Good,E,,62.3,56.0,893,4.4,4.44,2.75
4254,1.11,Ideal,H,SI2,61.5,55.0,4883,6.65,6.69,4.1
4255,0.5,Very Good,F,VS1,61.9,62.0,1558,5.02,5.06,3.12
4256,2.52,Premium,F,SI2,60.6,60.0,18179,8.78,8.7,5.3
4257,1.51,Very Good,I,SI2,60.0,59.0,7841,7.45,7.52,4.49
4258,0.33,Premium,I,VS1,62.7,58.0,521,4.4,4.43,2.77
4259,0.53,Very Good,F,SI1,62.9,57.0,1268,5.15,5.18,3.25
4260,2.01,Premium,D,SI2,61.8,59.0,17235,8.15,8.07,5.01
4261,0.53,Ideal,E,SI1,62.0,56.0,1607,5.19,5.17,3.21
4262,0.7,Very Good,E,SI2,62.0,59.0,2263,5.61,5.68,3.5
4263,0.55,Ideal,F,VS1,61.6,57.0,1881,5.23,5.29,3.24
4264,0.71,Ideal,I,IF,61.7,59.0,2701,5.7,5.74,3.53
4265,0.38,Ideal,E,VS1,62.2,55.0,866,4.63,4.67,2.89
4266,0.95,Premium,I,SI1,60.0,60.0,3878,6.39,6.37,3.83
4267,0.41,Good,E,VVS1,64.3,54.0,957,4.68,4.72,3.02
4268,1.0,Very Good,E,VS1,59.4,56.0,7367,6.53,6.56,3.89
4269,2.01,Ideal,F,SI2,62.3,58.0,15955,8.03,8.01,5.0
4270,1.51,Premium,J,VS2,62.3,59.0,7418,7.31,7.35,4.57
4271,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54
4272,2.18,Ideal,I,SI2,62.5,55.0,15850,8.34,8.31,5.2
4273,0.51,Ideal,E,VS2,60.4,57.0,1781,5.18,5.15,3.12
4274,1.0,Good,E,SI2,63.5,54.0,4400,6.35,6.41,4.05
4275,1.01,Ideal,H,,62.1,54.0,4909,6.5,6.44,4.02
4276,1.02,Premium,G,VS2,62.5,58.0,6301,6.41,6.46,4.02
4277,0.4,Good,E,SI2,64.2,57.0,617,4.68,4.7,3.01
4278,0.4,Very Good,F,VVS2,60.9,52.0,1049,4.81,4.83,2.94
4279,0.33,Ideal,G,VS1,62.3,57.0,854,4.42,4.38,2.74
4280,0.43,Premium,F,VS2,61.1,57.0,968,4.9,4.86,2.98
4281,0.73,Ideal,H,VVS1,62.1,56.0,3220,5.75,5.8,3.59
4282,0.31,Premium,D,SI1,61.4,58.0,571,4.33,4.36,2.67
4283,0.52,Ideal,E,VS2,61.3,56.0,1621,5.17,5.21,3.18
4284,0.71,Ideal,E,SI1,61.8,57.0,2717,5.72,5.76,3.55
4285,1.01,Premium,D,SI1,61.6,58.0,5939,6.47,6.42,3.97
4286,0.6,Very Good,F,VS2,59.5,57.8,1940,5.48,5.56,3.28
4287,1.22,Very Good,J,VS1,59.0,63.0,5056,7.05,7.02,4.15
4288,0.31,Ideal,E,VS1,60.9,57.0,942,4.41,4.39,2.68
4289,0.3,Ideal,E,IF,61.7,55.0,943,4.31,4.34,2.67
4290,0.39,Very Good,J,VVS1,62.5,58.0,718,4.61,4.67,2.9
4291,0.71,Very Good,G,VS2,62.3,63.0,2335,5.7,5.64,3.53
4292,0.3,Premium,D,VS2,61.7,58.0,911,4.32,4.3,2.66
4293,0.34,Ideal,D,VS2,62.4,53.0,805,4.49,4.52,2.81
4294,1.01,Good,E,SI1,64.1,62.0,4480,6.26,6.19,3.99
4295,0.81,Ideal,I,SI1,61.3,56.0,3097,6.23,6.27,3.83
4296,1.13,Good,F,SI2,64.0,58.0,3952,6.52,6.58,4.19
4297,0.34,Ideal,I,SI1,61.9,56.0,469,4.47,4.5,2.77
4298,1.71,Very Good,H,SI1,59.5,59.0,12791,7.78,7.81,4.64
4299,1.11,Premium,G,SI2,61.5,58.0,4755,6.67,6.6,4.08
4300,0.66,Very Good,G,VVS2,60.5,59.0,2211,5.67,5.72,3.44
4301,0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39
4302,0.31,Ideal,E,VS2,61.5,55.0,872,4.41,4.37,2.7
4303,0.31,Premium,I,VS2,59.8,60.0,558,4.42,4.38,2.63
4304,0.72,Ideal,F,SI2,62.4,55.0,2232,5.72,5.76,3.58
4305,0.57,Ideal,E,VS2,,54.0,2202,5.39,5.43,3.3
4306,1.2,Very Good,F,SI1,63.3,58.0,6955,6.63,6.57,4.18
4307,1.51,Good,I,VS2,62.9,57.0,8720,7.23,7.27,4.56
4308,1.23,Ideal,G,VS2,61.5,54.0,7988,6.89,6.92,4.25
4309,0.88,Fair,F,SI1,56.6,65.0,2882,6.39,6.32,3.6
4310,0.61,Premium,G,VS2,63.0,58.0,1800,5.43,5.4,3.41
4311,0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69
4312,0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45
4313,0.32,Very Good,H,VS2,60.7,61.0,505,4.39,4.41,2.67
4314,0.5,Good,E,SI1,63.7,56.0,1415,5.06,5.02,3.21
4315,0.32,Ideal,F,IF,62.5,54.0,943,4.38,4.42,2.75
4316,0.34,Good,E,SI1,63.9,56.0,596,4.44,4.48,2.85
4317,0.36,Very Good,G,,60.4,62.0,1002,4.6,4.64,2.79
4318,0.36,Very Good,G,SI1,62.0,59.0,537,4.53,4.56,2.82
4319,1.37,Ideal,J,SI2,62.2,55.0,6091,7.07,7.11,4.41
4320,0.9,Good,H,SI1,62.8,62.0,3447,6.05,6.09,3.81
4321,0.31,Ideal,E,VVS2,61.5,59.0,789,4.36,4.39,2.69
4322,0.5,Ideal,H,SI1,59.2,62.0,1160,5.17,5.2,3.07
4323,0.9,Good,F,SI1,61.8,63.0,4241,6.21,6.18,3.83
4324,0.4,Ideal,D,SI2,60.5,57.0,648,4.73,4.76,2.87
4325,0.4,Ideal,G,VVS1,62.4,57.0,1123,4.74,4.78,2.97
4326,1.2,Very Good,F,SI1,63.5,57.0,6872,6.65,6.74,4.25
4327,0.54,Premium,H,VS1,62.6,59.0,1720,5.22,5.19,3.26
4328,0.4,Good,E,VVS2,57.7,62.0,981,4.82,4.88,2.8
4329,0.4,Premium,F,VS2,59.7,58.0,842,4.79,4.83,2.87
4330,1.75,Premium,I,SI1,60.8,58.0,7644,7.83,7.79,4.75
4331,2.0,Good,J,VS2,61.4,63.0,13542,8.01,8.08,4.94
4332,0.23,Very Good,G,VVS2,58.1,59.0,438,4.09,4.03,2.36
4333,0.3,Good,I,VS1,63.7,58.0,608,4.25,4.23,2.7
4334,0.91,Very Good,D,SI1,62.1,59.0,4466,6.1,6.18,3.81
4335,1.11,Ideal,H,SI1,61.6,56.0,5358,6.65,6.69,4.11
4336,1.56,Premium,J,VS1,61.3,59.0,7144,7.54,7.49,4.61
4337,0.51,Premium,D,SI1,62.3,57.0,1687,5.13,5.08,3.18
4338,1.01,Very Good,J,SI2,62.7,55.0,3793,6.42,6.44,4.03
4339,1.73,Good,J,SI1,65.6,55.0,8703,7.42,7.47,4.88
4340,1.06,Premium,D,VS2,59.6,60.0,7280,6.71,6.68,3.99
4341,1.0,Premium,J,VS2,60.7,58.0,3877,6.49,6.52,3.95
4342,0.41,Very Good,E,SI1,59.3,61.0,705,4.8,4.84,2.86
4343,0.34,Ideal,H,VVS1,62.2,54.0,740,4.48,4.53,2.8
4344,0.73,Very Good,D,VS2,63.5,58.0,3182,5.68,5.72,3.62
4345,1.0,Good,D,SI1,64.8,58.0,5013,6.23,6.27,4.05
4346,0.37,Very Good,F,IF,60.4,57.0,995,4.65,4.68,2.81
4347,0.85,Good,G,SI1,64.2,58.0,2244,6.01,5.92,3.83
4348,1.5,Good,G,SI1,64.2,58.0,10618,7.2,7.14,4.6
4349,1.53,Ideal,E,SI1,62.3,54.2,12791,7.35,7.38,4.59
4350,0.73,Ideal,G,VVS1,61.9,57.0,3669,5.76,5.8,3.58
4351,0.42,Ideal,D,VVS2,62.0,55.0,1132,4.81,4.84,2.99
4352,1.7,Ideal,J,VS1,60.9,58.0,10589,7.73,7.68,4.69
4353,0.28,Ideal,F,IF,62.0,53.0,825,4.23,4.29,2.64
4354,1.21,Good,G,I1,64.0,59.0,3415,6.78,6.73,4.32
4355,2.01,Premium,I,SI1,,59.0,14752,8.21,8.15,4.92
4356,1.52,Ideal,G,SI1,,55.0,11510,7.31,7.38,4.63
4357,0.36,Very Good,E,SI1,63.5,58.0,593,4.46,4.49,2.84
4358,0.54,Ideal,G,SI1,62.0,54.0,1368,5.25,5.27,3.26
4359,0.72,Very Good,F,VS1,63.2,57.0,3083,5.69,5.73,3.61
4360,1.25,Ideal,J,SI1,62.1,58.0,5252,6.86,6.89,4.27
4361,1.26,Ideal,G,,61.6,56.0,9078,6.96,7.03,4.31
4362,0.5,Ideal,F,VS1,61.2,56.0,1695,5.13,5.17,3.15
4363,0.51,Ideal,D,VS1,62.1,55.0,1959,5.14,5.2,3.21
4364,1.25,Ideal,D,VS2,62.6,56.0,10114,6.87,6.84,4.29
4365,0.35,Ideal,H,IF,60.5,56.0,984,4.59,4.56,2.77
4366,1.08,Premium,D,VS2,61.2,60.0,7824,6.63,6.61,4.05
4367,1.01,Good,G,VS1,63.2,61.0,6412,6.33,6.35,4.01
4368,0.9,Good,H,SI2,64.3,60.0,3115,6.0,6.1,3.89
4369,0.54,Ideal,D,,61.1,56.0,1672,5.23,5.27,3.21
4370,0.52,Ideal,D,SI1,62.4,56.0,1600,5.12,5.17,3.21
4371,1.54,Ideal,G,VS2,61.5,57.0,11487,7.44,7.41,4.57
4372,0.7,Very Good,F,SI1,63.4,59.0,2264,5.59,5.64,3.56
4373,1.11,Very Good,G,VS2,62.3,58.0,6311,6.59,6.61,4.11
4374,1.01,Very Good,H,SI1,63.4,58.0,4642,6.38,6.34,4.03
4375,1.0,Very Good,H,SI1,60.0,63.0,4469,6.37,6.34,3.81
4376,0.4,Ideal,G,SI2,62.4,56.0,573,4.71,4.75,2.95
4377,0.35,Premium,E,SI1,61.1,59.0,614,4.5,4.56,2.77
4378,0.32,Very Good,J,SI1,62.3,57.0,389,4.33,4.44,2.73
4379,0.4,Premium,G,VVS1,62.3,58.0,1200,4.72,4.66,2.92
4380,2.0,Very Good,I,SI1,62.9,59.2,15081,7.95,8.08,5.05
4381,0.31,Ideal,D,VS2,62.1,55.0,734,4.32,4.35,2.69
4382,2.09,Premium,F,SI2,61.2,57.0,12377,8.26,8.21,5.04
4383,0.4,Premium,E,VVS2,60.8,59.0,988,4.73,4.77,2.89
4384,0.41,Ideal,E,VVS2,61.9,56.0,1187,4.75,4.78,2.95
4385,0.75,Ideal,D,VS2,61.1,55.0,3679,5.87,5.89,3.6
4386,1.79,Premium,I,VS1,62.6,59.0,13104,7.72,7.65,4.81
4387,1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01
4388,0.4,Premium,F,VVS2,62.2,59.0,1163,4.7,4.65,2.91
4389,0.32,Premium,G,SI1,60.9,58.0,612,4.44,4.39,2.69
4390,0.57,Ideal,F,VS2,61.6,56.0,1567,5.34,5.37,3.3
4391,0.79,Premium,D,SI2,61.8,58.0,2735,5.95,5.89,3.66
4392,0.51,Very Good,F,IF,59.4,60.0,2304,5.18,5.23,3.09
4393,0.76,Very Good,D,SI2,59.1,63.0,2006,5.91,5.84,3.47
4394,2.03,Premium,I,VS2,58.5,60.0,16309,8.37,8.34,4.89
4395,0.57,Premium,H,VVS1,61.6,58.0,2172,5.39,5.35,3.31
4396,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84
4397,0.43,Ideal,E,VVS2,60.8,57.0,1062,4.87,4.9,2.97
4398,0.3,Ideal,F,VS2,62.3,57.0,776,4.33,4.3,2.69
4399,0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.64,3.59
4400,0.41,Very Good,F,VS2,61.1,56.0,863,4.79,4.84,2.94
4401,0.53,Very Good,F,SI1,61.6,57.0,1359,5.16,5.23,3.2
4402,0.3,Ideal,D,VS1,61.6,54.0,718,4.34,4.36,2.68
4403,0.78,Ideal,I,VS2,60.9,57.0,2422,5.97,5.92,3.62
4404,1.03,Very Good,G,SI2,63.0,60.0,3755,6.35,6.39,4.01
4405,0.55,Ideal,I,SI1,61.3,56.0,1367,5.29,5.34,3.26
4406,1.25,Premium,F,VS2,60.8,58.0,9702,6.98,6.93,4.23
4407,0.41,Very Good,J,VVS1,60.1,58.0,775,4.79,4.83,2.89
4408,0.39,Ideal,D,VVS2,60.0,56.0,1018,4.77,4.79,2.87
4409,0.7,Fair,I,I1,68.6,57.0,1147,5.46,5.34,3.71
4410,1.02,Very Good,J,SI1,,60.0,3879,6.35,6.4,4.02
4411,1.22,Ideal,G,VVS1,61.5,56.0,12081,6.86,6.9,4.23
4412,0.56,Ideal,G,IF,62.0,56.0,2399,5.33,5.28,3.29
4413,0.42,Premium,F,VS1,60.9,59.0,1103,4.85,4.8,2.94
4414,0.32,Premium,H,VS1,61.3,60.0,561,4.33,4.38,2.67
4415,1.01,Very Good,G,VS2,62.9,60.0,5779,6.28,6.35,3.97
4416,2.01,Good,E,SI2,60.0,64.0,16733,8.17,8.09,4.88
4417,0.9,Very Good,E,VS2,61.3,58.0,5887,6.16,6.23,3.8
4418,0.6,Very Good,D,VS1,61.4,59.0,2431,5.41,5.44,3.33
4419,2.05,Premium,J,VS1,62.4,58.0,14224,8.08,8.13,5.06
4420,0.41,Very Good,F,VS1,61.2,57.0,1007,4.77,4.8,2.93
4421,1.02,Very Good,J,VS2,59.3,58.0,3796,6.56,6.62,3.91
4422,2.04,Very Good,G,SI2,59.9,58.0,16389,8.26,8.31,4.96
4423,0.93,Ideal,G,SI1,62.0,56.0,4546,6.22,6.26,3.87
4424,0.9,Ideal,I,SI1,61.6,55.0,3908,6.2,6.22,3.82
4425,1.29,Very Good,H,SI2,63.8,57.0,5601,6.8,6.87,4.36
4426,0.54,Ideal,F,VS2,61.4,57.0,1662,5.2,5.25,3.21
4427,1.01,Premium,H,VS1,61.1,58.0,5416,6.45,6.48,3.95
4428,0.9,Ideal,I,VS1,62.4,56.0,3867,6.14,6.19,3.85
4429,0.74,Ideal,D,SI2,62.2,57.0,2690,5.78,5.82,3.61
4430,1.02,Premium,G,VS1,62.0,59.0,6238,6.45,6.39,3.98
4431,1.0,Premium,G,SI1,62.7,59.0,5292,6.36,6.31,3.97
4432,1.66,Ideal,H,IF,61.5,57.0,14724,7.59,7.62,4.68
4433,1.21,Ideal,G,VS1,62.6,56.0,8616,6.77,6.81,4.25
4434,0.31,Very Good,H,SI1,61.4,55.0,446,4.36,4.44,2.7
4435,0.31,Ideal,I,VS1,62.8,57.0,628,4.32,4.28,2.7
4436,0.46,Premium,E,VS2,62.2,58.0,1302,4.99,4.95,3.09
4437,0.5,Ideal,D,VS2,61.7,56.0,1844,5.12,5.14,3.16
4438,0.31,Ideal,D,VS2,59.0,57.0,942,4.48,4.44,2.63
4439,0.42,Premium,F,VS2,61.9,58.0,884,4.76,4.8,2.96
4440,0.5,Good,E,SI1,63.2,57.0,1316,5.03,5.06,3.19
4441,1.0,Ideal,G,SI1,61.9,56.0,4997,6.37,6.45,3.97
4442,0.32,Ideal,G,VS1,60.5,56.0,828,4.44,4.42,2.68
4443,0.3,Ideal,G,VVS1,61.7,54.0,764,4.32,4.34,2.67
4444,1.51,Premium,H,VS1,61.0,60.0,11263,7.34,7.29,4.46
4445,0.5,Premium,F,VS2,62.8,61.0,1654,5.07,5.03,3.17
4446,1.51,Premium,F,IF,60.5,61.0,18102,7.5,7.4,4.45
4447,1.5,Very Good,D,SI1,,59.0,12179,7.33,7.39,4.49
4448,0.3,Ideal,I,VS1,61.0,58.0,491,4.3,4.33,2.63
4449,0.27,Very Good,D,VVS2,62.3,57.0,622,4.13,4.15,2.58
4450,2.08,Premium,J,VS2,60.3,59.0,14933,8.29,8.23,4.98
4451,0.78,Very Good,E,SI1,60.9,57.0,3055,5.93,5.97,3.62
4452,1.0,Good,H,VVS2,59.5,64.0,4592,6.44,6.41,3.82
4453,1.03,Ideal,G,SI1,60.9,57.0,4900,6.54,6.5,3.97
4454,0.71,Fair,F,SI2,60.1,68.0,2327,5.8,5.72,3.46
4455,1.57,Good,G,VS2,57.8,60.0,12547,7.66,7.6,4.41
4456,0.81,Good,I,VS1,59.4,56.0,3042,5.97,6.11,3.59
4457,0.57,Ideal,F,IF,61.8,54.0,2974,5.33,5.35,3.3
4458,1.14,Very Good,H,,59.2,58.0,4890,6.8,6.86,4.04
4459,1.22,Premium,H,SI2,61.6,59.0,5192,6.82,6.75,4.18
4460,0.35,Ideal,G,IF,61.5,55.0,1001,4.53,4.57,2.8
4461,1.51,Good,D,SI1,63.6,61.0,11212,7.1,7.25,4.56
4462,0.32,Ideal,H,VVS1,62.7,55.0,692,4.37,4.4,2.75
4463,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57
4464,0.3,Very Good,D,VVS2,63.5,58.0,1010,4.31,4.23,2.71
4465,1.54,Ideal,G,SI2,62.3,60.0,8923,7.29,7.34,4.56
4466,1.76,Ideal,H,SI1,62.2,56.0,9974,7.73,7.7,4.8
4467,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53
4468,0.56,Ideal,F,SI2,61.9,55.0,1212,5.27,5.31,3.28
4469,0.36,Very Good,F,VS1,61.3,54.0,781,4.63,4.65,2.84
4470,0.57,Premium,G,VS1,60.2,57.0,1819,5.42,5.37,3.25
4471,2.31,Premium,J,SI1,61.1,60.0,15323,8.58,8.51,5.22
4472,1.02,Ideal,G,VS1,61.3,56.0,7192,6.49,6.53,3.99
4473,2.04,Fair,E,SI2,67.4,56.0,12454,7.8,7.76,5.24
4474,1.02,Ideal,G,SI2,62.0,55.0,4366,6.4,6.51,4.0
4475,1.4,Very Good,I,SI1,61.3,59.0,7644,7.19,7.23,4.42
4476,1.52,Premium,H,VS2,59.4,59.0,11206,7.49,7.45,4.44
4477,0.36,Very Good,G,SI1,61.8,57.8,606,4.52,4.58,2.81
4478,1.07,Ideal,E,SI2,61.4,57.0,5393,6.62,6.57,4.05
4479,2.04,Premium,H,SI1,60.6,61.0,12454,8.15,8.09,4.92
4480,0.3,Very Good,G,SI1,62.8,56.0,447,4.28,4.32,2.7
4481,0.9,Very Good,I,SI2,60.4,58.0,3099,6.25,6.31,3.79
4482,1.54,Premium,H,I1,62.0,60.0,5071,7.4,7.32,4.56
4483,0.31,Ideal,H,IF,62.0,54.0,789,4.38,4.4,2.72
4484,0.79,Premium,I,SI1,61.8,60.0,2317,5.96,5.92,3.67
4485,1.0,Very Good,F,SI1,63.5,56.0,5122,6.28,6.35,4.01
4486,1.54,Premium,G,SI2,61.6,58.0,7287,7.45,7.3,4.57
4487,0.59,Very Good,G,VS2,61.5,59.0,1618,5.32,5.41,3.3
4488,0.73,Ideal,G,SI1,60.6,57.0,3089,5.84,5.87,3.55
4489,1.09,Premium,I,VS2,61.3,58.0,4659,6.63,6.58,4.05
4490,0.41,Ideal,J,VVS1,61.2,57.0,994,4.82,4.79,2.94
4491,0.51,Ideal,F,VS1,62.5,55.0,1744,5.08,5.13,3.19
4492,1.51,Ideal,G,SI1,62.4,56.0,11917,7.36,7.33,4.59
4493,1.08,Ideal,G,VS2,61.3,56.0,6706,6.62,6.59,4.05
4494,0.42,Good,F,SI1,63.3,56.0,722,4.75,4.79,3.02
4495,0.71,Ideal,D,SI2,61.1,57.0,2612,5.77,5.79,3.53
4496,1.34,Ideal,J,VS1,62.0,57.0,6010,7.12,7.04,4.39
4497,0.43,Very Good,G,SI1,62.7,56.0,754,4.8,4.83,3.02
4498,0.71,Premium,H,VVS2,61.5,62.0,2863,5.74,5.68,3.51
4499,0.41,Ideal,D,SI2,62.6,55.0,683,4.76,4.8,2.99
4500,0.42,Ideal,H,VS1,61.0,57.0,1299,4.85,4.89,2.97
4501,0.6,Ideal,H,VS1,,56.0,1820,5.4,5.42,3.33
4502,1.21,Good,H,VS1,63.3,58.0,6748,6.72,6.77,4.27
4503,1.23,Ideal,E,SI2,62.1,55.0,7336,6.91,6.84,4.27
4504,0.32,Very Good,F,VS2,61.1,58.0,645,4.39,4.42,2.69
4505,0.51,Fair,D,SI1,65.2,55.0,1304,5.05,5.01,3.28
4506,0.93,Very Good,I,VS2,63.1,58.0,3766,6.19,6.21,3.91
4507,1.01,Ideal,E,SI1,61.8,57.0,5262,6.39,6.49,3.98
4508,1.03,Premium,H,SI1,59.2,60.0,5105,6.62,6.58,3.91
4509,0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99
4510,0.37,Premium,D,VVS2,61.0,60.0,1145,4.64,4.61,2.82
4511,0.23,Very Good,D,VVS2,62.5,58.0,530,3.92,3.95,2.46
4512,0.35,Premium,H,SI1,62.4,58.0,504,4.47,4.54,2.81
4513,0.46,Very Good,G,VVS2,62.7,53.0,1216,4.93,4.96,3.1
4514,1.23,Ideal,F,VS1,62.5,54.0,9660,6.82,6.85,4.27
4515,0.91,Premium,H,VS2,61.0,59.0,4128,6.32,6.27,3.84
4516,0.32,Premium,F,VS2,59.4,58.0,828,4.48,4.44,2.65
4517,0.32,Ideal,E,VS2,62.7,55.0,702,4.36,4.38,2.74
4518,1.2,Premium,I,I1,60.5,58.0,2925,6.9,6.79,4.14
